0	C
1	A
2	A
3	G
4	A
5	A
6	A
7	B
8	C
9	A
10	A
11	B
12	A
13	A
14	A
15	E
16	E
17	A
18	B
19	A
20	D
21	A
22	C
23	B
24	C
25	B
26	F
27	A
28	D
29	D
30	A
31	A
32	B
33	B
34	C
35	B
36	D
37	A
38	C
39	A
40	A
41	G
42	A
43	A
44	A
45	B
46	C
47	A
48	A
49	B
50	A
51	A
52	A
53	E
54	E
55	A
56	B
57	A
58	D
59	A
60	C
61	B
62	C
63	B
64	F
65	A
66	D
67	A
68	B
69	B
70	D
71	C
72	A
73	A
74	G
75	A
76	A
77	A
78	B
79	C
80	A
81	A
82	B
83	A
84	A
85	A
86	E
87	B
88	A
89	A
90	A
91	C
92	B
93	C
94	B
95	F
96	A
97	D
98	A
99	B
100	I
101	A
102	A
103	G
104	A
105	A
106	A
107	B
108	C
109	A
110	A
111	B
112	A
113	A
114	A
115	E
116	A
117	B
118	C
119	C
120	B
121	F
122	A
123	D
124	A
125	H
126	A
127	A
128	G
129	A
130	A
131	A
132	B
133	C
134	A
135	A
136	B
137	A
138	A
139	A
140	E
141	A
142	C
143	C
144	B
145	A
146	D
147	A
148	C
149	A
150	A
151	G
152	A
153	A
154	A
155	B
156	A
157	B
158	A
159	A
160	A
161	C
162	D
163	A
164	C
165	A
166	A
167	G
168	A
169	A
170	A
171	B
172	A
173	B
174	A
175	A
176	A
177	C
178	C
179	A
180	A
181	G
182	A
183	A
184	A
185	B
186	A
187	B
188	A
189	A
190	C
191	C
192	A
193	A
194	A
195	A
196	A
197	B
198	A
199	B
200	A
201	A
202	C
203	H
204	A
205	A
206	A
207	A
208	A
209	B
210	A
211	B
212	A
213	C
214	H
215	A
216	A
217	A
218	A
219	A
220	B
221	A
222	H
223	A
224	A
225	A
226	A
227	A
228	B
229	A
230	B
231	A
232	A
233	A
234	A
235	B
236	A
237	D
238	A
239	A
240	A
241	B
242	A
243	C
244	A
245	A
246	A
247	B
248	A
249	H
250	A
251	A
252	A
253	B
254	A
255	H
256	A
257	A
258	B
259	A
260	E
261	A
262	A
263	B
264	A
265	E
266	A
267	A
268	B
269	A
270	C
271	A
272	A
273	B
274	A
275	C
276	A
277	A
278	B
279	A
280	F
281	A
282	A
283	B
284	A
285	E
286	A
287	A
288	A
289	C
290	A
291	A
292	A
293	E
294	A
295	A
296	A
297	H
298	A
299	A
300	H
301	A
302	D
303	A
304	C
305	A
306	E
307	A
308	E
309	A
310	C
