0	C
1	?
2	E
3	A
4	B
5	B
6	A
7	H
8	B
9	C
10	A
11	A
12	C
13	A
14	B
15	A
16	E
17	E
18	A
19	B
20	A
21	D
22	A
23	E
24	B
25	C
26	D
27	D
28	B
29	D
30	D
31	C
32	A
33	B
34	B
35	C
36	B
37	D
38	A
39	C
40	H
41	A
42	A
43	B
44	C
45	A
46	H
47	B
48	C
49	A
50	A
51	B
52	A
53	A
54	A
55	E
56	E
57	A
58	B
59	A
60	C
61	B
62	C
63	B
64	D
65	B
66	B
67	B
68	D
69	A
70	B
71	B
72	D
73	C
74	?
75	A
76	E
77	B
78	C
79	A
80	B
81	B
82	C
83	A
84	E
85	B
86	A
87	A
88	A
89	E
90	B
91	A
92	B
93	B
94	E
95	B
96	D
97	B
98	D
99	B
100	D
101	C
102	B
103	E
104	?
105	E
106	A
107	F
108	C
109	C
110	H
111	B
112	C
113	A
114	A
115	B
116	A
117	A
118	A
119	E
120	A
121	B
122	D
123	C
124	A
125	D
126	B
127	D
128	C
129	H
130	?
131	A
132	A
133	B
134	B
135	A
136	B
137	B
138	B
139	A
140	A
141	B
142	A
143	A
144	A
145	E
146	A
147	E
148	C
149	B
150	B
151	D
152	C
153	C
154	?
155	A
156	A
157	F
158	A
159	A
160	A
161	B
162	A
163	B
164	A
165	A
166	A
167	D
168	D
169	C
170	C
171	?
172	A
173	A
174	B
175	A
176	A
177	E
178	B
179	A
180	B
181	A
182	A
183	A
184	C
185	C
186	?
187	A
188	A
189	B
190	C
191	C
192	B
193	B
194	A
195	B
196	A
197	A
198	B
199	C
200	?
201	A
202	A
203	A
204	C
205	C
206	B
207	A
208	B
209	A
210	A
211	C
212	B
213	E
214	A
215	C
216	A
217	A
218	A
219	B
220	A
221	B
222	A
223	C
224	A
225	?
226	A
227	E
228	A
229	A
230	B
231	B
232	A
233	H
234	H
235	A
236	C
237	A
238	C
239	B
240	A
241	A
242	B
243	?
244	A
245	C
246	A
247	A
248	B
249	A
250	B
251	?
252	A
253	C
254	C
255	B
256	A
257	C
258	?
259	C
260	A
261	A
262	B
263	A
264	H
265	?
266	A
267	C
268	A
269	B
270	E
271	H
272	?
273	C
274	A
275	B
276	A
277	E
278	?
279	B
280	A
281	B
282	A
283	E
284	?
285	A
286	B
287	B
288	A
289	C
290	?
291	A
292	C
293	B
294	A
295	C
296	?
297	A
298	A
299	B
300	A
301	F
302	?
303	A
304	C
305	B
306	A
307	E
308	?
309	A
310	C
311	A
312	C
313	?
314	A
315	A
316	A
317	B
318	?
319	A
320	A
321	E
322	H
323	?
324	A
325	A
326	H
327	?
328	A
329	D
330	?
331	A
332	C
333	?
334	A
335	E
336	?
337	A
338	E
339	?
340	A
341	C
342	?
343	A
344	E
345	?
346	A
347	C
348	?
349	A
350	A
351	?
352	A
353	C
354	?
355	A
356	E
357	F
358	A
359	C
360	?
361	A
362	E
363	?
364	A
365	F
366	?
367	B
368	D
369	D
370	?
371	E
372	?
373	A
374	?
375	E
376	?
377	A
378	?
379	B
380	?
381	D
382	?
383	E
384	?
385	H
386	?
387	C
388	H
389	C
390	?
391	C
392	?
393	E
394	?
395	D
396	?
397	D
398	?
399	E
400	?
401	C
402	H
403	C
404	?
405	E
406	?
407	H
408	D
409	E
410	?
411	E
412	?
413	H
414	H
415	C
416	?
417	C
418	?
419	E
420	?
421	H
422	?
423	E
424	H
425	H
426	C
427	C
428	?
429	H
430	?
431	E
432	?
433	H
434	?
435	B
436	?
