0	C
1	?
2	A
3	A
4	C
5	B
6	A
7	A
8	B
9	C
10	A
11	A
12	C
13	A
14	B
15	A
16	E
17	E
18	C
19	B
20	A
21	D
22	A
23	C
24	B
25	C
26	D
27	D
28	A
29	D
30	D
31	C
32	A
33	B
34	B
35	C
36	B
37	C
38	A
39	C
40	H
41	A
42	A
43	G
44	C
45	A
46	H
47	B
48	C
49	A
50	A
51	B
52	A
53	A
54	A
55	E
56	E
57	A
58	B
59	A
60	D
61	B
62	C
63	B
64	C
65	B
66	E
67	A
68	D
69	D
70	B
71	B
72	D
73	A
74	C
75	A
76	A
77	G
78	C
79	A
80	B
81	B
82	C
83	A
84	A
85	B
86	A
87	A
88	A
89	E
90	B
91	A
92	A
93	B
94	E
95	B
96	D
97	C
98	D
99	A
100	D
101	C
102	B
103	E
104	?
105	E
106	A
107	G
108	C
109	A
110	A
111	B
112	C
113	A
114	C
115	B
116	A
117	B
118	A
119	E
120	C
121	B
122	C
123	C
124	A
125	D
126	B
127	D
128	C
129	H
130	?
131	A
132	A
133	B
134	C
135	A
136	B
137	B
138	C
139	A
140	A
141	B
142	A
143	B
144	A
145	E
146	A
147	D
148	C
149	B
150	A
151	D
152	A
153	C
154	?
155	A
156	A
157	G
158	C
159	A
160	A
161	B
162	A
163	B
164	A
165	A
166	A
167	D
168	D
169	A
170	C
171	?
172	A
173	A
174	F
175	A
176	A
177	A
178	B
179	A
180	B
181	A
182	A
183	A
184	C
185	C
186	?
187	A
188	A
189	G
190	C
191	A
192	A
193	B
194	C
195	B
196	A
197	A
198	D
199	A
200	?
201	A
202	A
203	A
204	A
205	C
206	B
207	A
208	B
209	A
210	A
211	C
212	A
213	?
214	A
215	A
216	A
217	A
218	B
219	B
220	C
221	B
222	A
223	C
224	A
225	?
226	A
227	A
228	A
229	A
230	B
231	B
232	A
233	H
234	H
235	A
236	A
237	A
238	A
239	B
240	B
241	A
242	B
243	?
244	A
245	A
246	A
247	A
248	B
249	A
250	B
251	?
252	A
253	C
254	A
255	B
256	A
257	C
258	?
259	C
260	A
261	A
262	B
263	A
264	H
265	?
266	A
267	B
268	A
269	B
270	A
271	D
272	?
273	A
274	A
275	B
276	A
277	C
278	?
279	A
280	A
281	B
282	A
283	E
284	?
285	A
286	C
287	B
288	A
289	C
290	?
291	A
292	C
293	B
294	D
295	C
296	?
297	A
298	A
299	B
300	A
301	F
302	?
303	A
304	A
305	B
306	A
307	C
308	G
309	A
310	A
311	C
312	B
313	?
314	A
315	A
316	A
317	E
318	?
319	A
320	A
321	A
322	H
323	?
324	A
325	A
326	H
327	?
328	A
329	B
330	?
331	A
332	C
333	?
334	A
335	E
336	?
337	A
338	E
339	?
340	A
341	C
342	?
343	A
344	E
345	?
346	A
347	B
348	?
349	A
350	E
351	?
352	A
353	C
354	?
355	A
356	E
357	E
358	A
359	D
360	?
361	A
362	E
363	?
364	A
365	A
366	?
367	A
368	D
369	D
370	?
371	E
372	?
373	D
374	?
375	E
376	?
377	A
378	?
379	B
380	?
381	H
382	?
383	D
384	?
385	H
386	?
387	C
388	?
389	C
390	?
391	B
392	?
393	C
394	?
395	D
396	?
397	D
398	?
399	E
400	?
401	C
402	?
403	C
404	H
405	E
406	?
407	H
408	?
409	B
410	?
411	E
412	?
413	H
414	?
415	C
416	?
417	D
418	?
419	E
420	?
421	H
422	?
423	E
424	?
425	H
426	C
427	C
428	?
429	H
430	?
431	E
432	?
433	A
434	?
435	B
436	?
